area_sqm,building_year,num_rooms,has_elevator,has_parking,has_storage,price(in_toman),floor_number,district
56,1388,1,Yes,Yes,Yes,6250000000,25.0,صادقیه
42,1382,1,No,No,Yes,1795000000,33.0,جوادیه
190,1397,3,Yes,Yes,Yes,33000000000,5.0,سعادت‌آباد
120,1403,2,Yes,Yes,Yes,15390000000,2.0,دهکده المپیک
80,1380,2,Yes,No,Yes,4900000000,25.0,بهارستان
120,1377,3,No,Yes,Yes,20500000000,22.0,پونک
48,1385,1,No,No,Yes,2270000000,2.0,شبیری
85,1403,2,Yes,Yes,Yes,1000000000,9.0,تهران‌سر
60,1399,1,Yes,Yes,Yes,1400000000,3.0,اندیشه (شهر زیبا)
380,1402,4,Yes,Yes,Yes,190000000000,4.0,زعفرانیه
100,1403,2,Yes,Yes,Yes,9200000000,511.0,کوهک
711,1400,2,Yes,Yes,Yes,1550000000,1.0,اندیشه (شهر زیبا)
80,1380,2,No,No,Yes,5800000000,24.0,ستارخان
85,1390,2,Yes,Yes,Yes,8550000000,35.0,پونک
225,1403,3,Yes,Yes,Yes,62000000000,46.0,پاسداران
320,1402,4,Yes,Yes,Yes,91200000000,5.0,سعادت‌آباد
83,1390,2,Yes,Yes,Yes,4100000000,34.0,شیوا
80,1401,1,Yes,No,Yes,3700000000,46.0,گلاب دره
110,1403,2,Yes,Yes,Yes,190909000,,یوسف‌آباد
71,1383,2,No,Yes,Yes,116901000,,مرزداران
64,1384,2,No,Yes,Yes,2500000000,14.0,کاروان
465,1402,4,Yes,Yes,Yes,165000000000,811.0,الهیه
235,1402,3,Yes,Yes,Yes,75000000000,4.0,سعادت‌آباد
175,1403,3,Yes,Yes,Yes,51250000000,3.0,سعادت‌آباد
170,1394,3,Yes,Yes,Yes,31100000000,2.0,اختیاریه
275,1403,4,Yes,Yes,Yes,355636000,,سعادت‌آباد
88,1383,2,Yes,Yes,Yes,9000000000,15.0,فاطمی
60,1396,2,Yes,Yes,Yes,1950000000,34.0,شهر زیبا
170,1403,3,Yes,Yes,Yes,50900000000,4.0,سعادت‌آباد
72,1400,2,Yes,No,Yes,5250000000,1.0,زنجان
59,1381,1,Yes,No,Yes,5200000000,14.0,کوی فردوس
71,1399,2,Yes,No,Yes,43000000,14.0,سلیمانی
134,1390,3,Yes,Yes,Yes,15500000000,25.0,اباذر
72,1385,2,Yes,Yes,Yes,8150000000,35.0,کوی فردوس
47,1396,1,No,No,Yes,2300000000,4.0,بریانک
64,1394,2,Yes,Yes,Yes,3800000000,44.0,سلیمانی
62,1389,2,No,No,Yes,3400000000,44.0,منیریه
130,1403,3,Yes,Yes,Yes,21500000000,66.0,یوسف‌آباد
105,1394,2,Yes,Yes,Yes,18500000000,2.0,سعادت‌آباد
58,1403,1,Yes,Yes,Yes,6400000000,34.0,منیریه
64,1382,2,No,Yes,Yes,66875000,,سلسبیل
80,1403,2,Yes,Yes,Yes,1260000000,4.0,شهرک استقلال
129,1400,3,Yes,Yes,No,21900000000,66.0,یوسف‌آباد
60,1382,2,No,Yes,Yes,83333000,,ارم
115,1401,3,Yes,Yes,Yes,17500000000,15.0,پاتریس لومومبا
132,1402,3,Yes,Yes,Yes,24000000000,46.0,یوسف‌آباد
40,1394,1,Yes,No,Yes,2850000000,14.0,دکتر هوشیار
82,1403,2,Yes,Yes,No,12950000000,2.0,جلفا
65,1391,2,Yes,Yes,Yes,8300000000,25.0,سازمان برنامه
65,1390,1,Yes,Yes,Yes,7200000000,4.0,باغ فیض
40,1396,1,Yes,Yes,Yes,1250000000,78.0,شهر زیبا
150,1386,3,Yes,Yes,Yes,27450000000,55.0,سعادت‌آباد
71,1383,2,No,Yes,Yes,97183000,,ارم
57,1382,1,No,Yes,Yes,64035000,,جیحون
98,1403,2,Yes,Yes,Yes,5980000000,35.0,نواب
108,1403,2,Yes,Yes,Yes,75925000,,استخر
82,1380,2,No,Yes,Yes,78902000,,طرشت
168,1396,3,Yes,Yes,Yes,24360000000,24.0,یوسف‌آباد
93,1390,2,Yes,Yes,Yes,7900000000,34.0,طرشت
65,1386,1,No,Yes,Yes,5200000000,44.0,شاهین
130,1380,3,Yes,Yes,Yes,123076000,,جلفا
123,1402,2,Yes,Yes,Yes,20000000000,45.0,قزل قلعه
90,1392,2,Yes,Yes,Yes,11000000000,3.0,باغ فیض
90,1399,2,Yes,Yes,Yes,12000000000,22.0,سیدخندان
100,1402,2,Yes,Yes,Yes,10900000000,25.0,طرشت
220,1373,3,No,Yes,Yes,30000000000,23.0,ظفر
55,1379,2,Yes,No,Yes,3100000000,14.0,سلسبیل
100,1403,2,Yes,Yes,Yes,225000000,,ظفر
60,1397,1,Yes,Yes,Yes,3240000,2.0,دولت‌آباد
115,1385,3,Yes,Yes,Yes,153043000,,سعادت‌آباد
52,1388,1,No,No,Yes,3590000000,2.0,تهرانپارس شرقی
66,1395,1,Yes,No,Yes,3400000000,44.0,باغ خزانه
86,1380,2,No,Yes,Yes,10500000000,2.0,جردن
160,1403,3,Yes,Yes,Yes,23400000000,9.0,سعادت‌آباد
175,1383,3,Yes,Yes,Yes,117142000,,میرداماد
127,1385,2,Yes,Yes,Yes,13600000000,25.0,کوی مهران
117,1395,2,Yes,Yes,Yes,17600000000,25.0,ظفر
200,1380,3,Yes,Yes,Yes,25000000000,45.0,ظفر
125,1390,3,Yes,Yes,Yes,15150000000,25.0,کوی فردوس
142,1395,3,Yes,Yes,Yes,14000000000,45.0,امیریه
65,1399,1,Yes,Yes,Yes,6300000000,2.0,شهر زیبا
150,1403,3,Yes,Yes,Yes,15500000000,44.0,شادمهر
67,1394,2,Yes,Yes,Yes,66119000,,شارق شرقی
83,1403,2,Yes,Yes,Yes,6100000000,39.0,دریاچه شهدای خلیج فارس
130,1396,3,Yes,Yes,Yes,16000000000,55.0,کوی فردوس
47,1399,1,Yes,Yes,Yes,1770000000,6.0,اندیشه (شهر زیبا)
55,1384,1,No,No,Yes,1850000000,24.0,سلامت
90,1403,2,Yes,Yes,Yes,9900000000,111.0,دریاچه شهدای خلیج فارس
51,1389,1,No,Yes,Yes,66078000,,جیحون
100,1403,2,Yes,Yes,Yes,18000000000,55.0,جنت‌آباد جنوبی
127,1403,2,Yes,Yes,Yes,14900000000,4.0,جنت‌آباد جنوبی
62,1389,2,No,No,Yes,9500000000,24.0,شهرک غرب
70,1390,1,Yes,Yes,Yes,7300000000,35.0,بلوار کشاورز
75,1393,2,Yes,Yes,Yes,8500000000,35.0,شاهین
90,1400,2,Yes,Yes,No,4500000000,45.0,بیسیم
144,1402,3,Yes,Yes,Yes,31000000000,1.0,فرمانیه
120,1381,2,Yes,Yes,Yes,14990000000,55.0,ظفر
310,1403,3,Yes,Yes,Yes,129000000000,7.0,کامرانیه
68,1384,2,No,Yes,Yes,7300000000,4.0,جنت‌آباد جنوبی
116,1403,2,Yes,Yes,Yes,16000000000,116.0,کوی نوبنیاد
82,1385,2,Yes,Yes,Yes,9200000000,25.0,جنت‌آباد جنوبی
106,1376,2,No,No,Yes,8800000000,44.0,فاطمی
95,1392,2,Yes,Yes,Yes,6630000000,35.0,فیروزآبادی
55,1403,1,Yes,Yes,Yes,715000000,612.0,چیتگر
150,1380,3,Yes,Yes,No,24000000000,45.0,ونک
60,1386,1,No,Yes,Yes,5350000000,34.0,کوی فردوس
110,1403,2,Yes,Yes,Yes,24800000000,2.0,میرداماد
64,1383,2,No,Yes,Yes,5400000000,,نارمک
147,1391,3,Yes,Yes,Yes,19900000000,34.0,اختیاریه
55,1396,1,Yes,Yes,Yes,4250000000,44.0,جیحون
44,1384,1,No,No,Yes,46136000,,سلیمانی
95,1403,2,Yes,Yes,Yes,6300000000,14.0,باغ خزانه
340,1388,4,Yes,Yes,Yes,62000000000,16.0,نیاوران
90,1403,2,Yes,Yes,Yes,13500000000,15.0,فاطمی
50,1395,1,Yes,No,Yes,3450000000,2.0,دولت‌آباد
133,1403,3,Yes,Yes,Yes,25270000000,25.0,سعادت‌آباد
70,1392,2,Yes,Yes,Yes,5150000000,14.0,هفت چنار
78,1384,2,No,Yes,No,94615000,,جنت‌آباد جنوبی
71,1393,1,Yes,No,Yes,3400000000,55.0,امامزاده حسن(ع)
120,1388,3,Yes,Yes,Yes,143333000,,سعادت‌آباد
115,1389,2,Yes,Yes,Yes,16000000000,25.0,سوهانک
96,1394,2,Yes,Yes,Yes,51041000,,جی
130,1380,2,Yes,Yes,Yes,15480000000,4.0,میرداماد
50,1400,1,Yes,Yes,Yes,10900000000,1.0,گیشا (کوی نصر)
120,1402,3,Yes,Yes,Yes,28800000000,1515.0,سعادت‌آباد
70,1403,2,Yes,No,Yes,3650000000,45.0,امامزاده حسن(ع)
65,1385,1,No,Yes,Yes,43076000,,جی
62,1382,2,No,No,Yes,3700000000,13.0,شهید اسدی
64,1383,1,No,Yes,Yes,7150000000,,شمس‌آباد
48,1397,1,Yes,Yes,Yes,1500000000,4.0,اندیشه (شهر زیبا)
60,1403,1,Yes,Yes,Yes,30000000,,دریاچه شهدای خلیج فارس
106,1396,2,Yes,Yes,Yes,13500000000,4.0,پونک
50,1395,1,Yes,Yes,No,3000000000,2.0,گلچین
89,1403,2,Yes,Yes,Yes,1510000000,3.0,تهران‌سر
155,1403,3,Yes,Yes,Yes,38000000000,1516.0,سعادت‌آباد
122,1403,2,Yes,Yes,Yes,4500000000,814.0,سرو آزاد
85,1395,2,Yes,Yes,Yes,4900000000,25.0,باغ خزانه
85,1398,2,Yes,Yes,Yes,16400000000,45.0,گیشا (کوی نصر)
84,1402,2,Yes,Yes,Yes,19200000000,36.0,سعادت‌آباد
118,1403,2,Yes,Yes,Yes,65254000,,چیتگر
110,1402,2,Yes,Yes,Yes,12600000000,15.0,ارم
119,1403,2,Yes,Yes,Yes,128571000,,شهرک راه‌آهن
130,1403,2,Yes,Yes,Yes,34000000000,1.0,اختیاریه
103,1402,2,Yes,Yes,Yes,15800000000,35.0,مرزداران
350,1403,4,Yes,Yes,Yes,400000000,,نیاوران
150,1402,3,Yes,Yes,Yes,153333000,,کوی فردوس
150,1403,3,Yes,Yes,Yes,44500000000,4.0,نیاوران
100,1403,2,Yes,Yes,Yes,2300000000,1118.0,چیتگر
121,1402,3,Yes,Yes,Yes,19900000000,5.0,گیشا (کوی نصر)
60,1383,1,No,Yes,Yes,4790000000,34.0,شهران شمالی
63,1398,2,Yes,Yes,Yes,4630000000,23.0,شهرک سینمایی
61,1395,2,Yes,Yes,Yes,1700000000,36.0,شهر زیبا
117,1403,2,Yes,Yes,Yes,51282000,,اقدسیه
75,1385,2,Yes,Yes,Yes,15000000000,1.0,سعادت‌آباد
58,1388,1,No,No,No,2720000000,1.0,جوادیه
64,1399,2,Yes,No,Yes,2048000000,3.0,مبارک‌آباد بهشتی
75,1403,2,Yes,Yes,Yes,2200000000,1115.0,چیتگر
69,1403,1,Yes,Yes,Yes,5230000000,58.0,تهران‌سر
56,1380,1,No,No,No,2650000000,23.0,پیروزی
53,1395,1,Yes,Yes,Yes,2850000000,57.0,خلیج فارس
50,1386,1,No,No,Yes,2500000000,2.0,جیحون
79,1394,2,No,Yes,Yes,5000000000,24.0,باغ خزانه
100,1403,2,Yes,Yes,Yes,18700000000,4.0,گیشا (کوی نصر)
44,1403,1,Yes,Yes,Yes,3550000000,45.0,استاد معین
112,1403,2,Yes,Yes,Yes,12300000000,15.0,تهرانپارس شرقی
170,1385,3,Yes,Yes,Yes,147058000,,سعادت‌آباد
100,1403,2,Yes,Yes,Yes,27000000,,چیتگر
61,1380,2,Yes,No,Yes,11111,44.0,نیرو هوایی
235,1385,3,Yes,Yes,Yes,34000000000,45.0,اباذر
93,1401,2,Yes,Yes,Yes,141935000,,سازمان آب
115,1378,2,No,No,No,29000000000,1.0,تجریش
110,1402,2,Yes,Yes,Yes,69090000,,سرو آزاد
156,1403,3,Yes,Yes,Yes,60000000000,7.0,الهیه
62,1370,2,Yes,Yes,Yes,7440000000,3.0,نصرت
65,1395,2,Yes,Yes,Yes,5200000000,15.0,منیریه
60,1403,2,Yes,Yes,Yes,96666000,,جیحون
101,1397,2,Yes,Yes,Yes,151485000,,مرزداران
123,1401,3,Yes,Yes,Yes,154471000,,مرزداران
134,1403,3,Yes,Yes,Yes,9900000000,28.0,تهران‌سر
175,1401,3,Yes,Yes,Yes,245142000,,یوسف‌آباد
168,1385,3,Yes,Yes,Yes,113095000,,مرزداران
90,1370,2,No,Yes,Yes,110000000,,گیشا (کوی نصر)
240,1400,3,Yes,Yes,Yes,265000000,,زعفرانیه
64,1385,1,No,No,No,4950000000,34.0,پونک
155,1393,3,Yes,Yes,Yes,22990000000,55.0,جردن
36,1385,1,No,Yes,Yes,61111000,,هفت چنار
56,1400,1,No,Yes,Yes,1390000000,23.0,شهر زیبا
83,1395,2,Yes,Yes,Yes,63855000,,سلیمانی
85,1403,1,Yes,Yes,Yes,1111111111111,3030.0,قلهک
63,1391,1,No,Yes,No,3200000000,23.0,صفائیه (چشمه علی)
68,1391,2,No,No,Yes,5400000000,44.0,المهدی
48,1400,1,No,Yes,Yes,1550000000,23.0,شهر زیبا
65,1403,1,Yes,Yes,Yes,75384000,,پونک
69,1403,2,Yes,Yes,Yes,4600000000,36.0,شهرک ولیعصر
51,1391,1,Yes,No,Yes,4100000000,2.0,تهرانپارس شرقی
96,1386,2,Yes,Yes,Yes,17000000000,24.0,سعادت‌آباد
50,1396,1,Yes,Yes,Yes,1200000000,2.0,اندیشه (شهر زیبا)
113,1388,2,Yes,Yes,Yes,163716000,,سعادت‌آباد
120,1403,3,Yes,Yes,Yes,1680000000,319.0,چیتگر
50,1378,1,No,No,Yes,3220000000,24.0,سلسبیل
125,1403,3,Yes,Yes,Yes,98400000,,آذربایجان
43,1382,1,No,No,Yes,2380000000,1.0,هفت چنار
41,1380,1,No,No,Yes,2600000000,34.0,سلسبیل
75,1402,1,Yes,Yes,Yes,4930000000,25.0,وردآورد
60,1387,1,Yes,Yes,Yes,7200000000,44.0,باغ فیض
350,1401,4,Yes,Yes,Yes,78000000000,78.0,نیاوران
85,1375,2,No,No,Yes,54117000,,سلسبیل
58,1403,1,Yes,Yes,Yes,4650000000,3.0,سرآسیاب مهرآباد
115,1377,2,No,Yes,Yes,13200000000,1.0,سیدخندان
56,1378,1,No,No,Yes,3150000000,14.0,جیحون
76,1403,2,Yes,Yes,Yes,4450000000,311.0,شهید بروجردی
135,1387,3,Yes,Yes,Yes,133333000,,جلفا
82,1390,2,Yes,Yes,Yes,10400000000,25.0,پونک
74,1382,2,Yes,Yes,Yes,7297000000,35.0,سازمان برنامه
144,1396,3,Yes,Yes,Yes,15100000000,1920.0,کوهک
103,1395,2,Yes,Yes,Yes,16000000000,24.0,ظفر
55,1376,1,No,No,No,2900000000,44.0,نازی‌آباد
180,1403,3,Yes,Yes,Yes,55000000000,2.0,پاسداران
145,1394,3,Yes,Yes,Yes,158620000,,سهروردی
65,1401,1,Yes,No,Yes,4100000000,44.0,شارق شرقی
110,1403,2,Yes,Yes,Yes,8800000000,4.0,تهرانپارس شرقی
124,1400,3,Yes,Yes,Yes,26500000000,26.0,شهرک غرب
57,1399,1,Yes,Yes,Yes,161,5.0,کوی فردوس
95,1402,2,Yes,Yes,Yes,16500000000,1.0,فرمانیه
185,1375,3,Yes,Yes,Yes,254054000,,دروس
839,1395,2,Yes,Yes,Yes,11400000000,5.0,پونک
57,1400,1,Yes,Yes,Yes,1400000000,3.0,تهران‌سر
210,1398,3,Yes,Yes,Yes,252380000,,آجودانیه
42,1388,1,No,No,No,1250000000,24.0,ابراهیم‌آباد
160,1402,3,Yes,Yes,Yes,29500000000,3.0,گیشا (کوی نصر)
70,1385,2,Yes,Yes,Yes,2000000000,8.0,ظهیرآباد
53,1399,1,Yes,Yes,No,4100000000,44.0,هفت چنار
70,1380,2,Yes,No,No,8400000,4.0,ستارخان
149,1395,3,Yes,Yes,Yes,23500000000,5.0,هروی
52,1383,1,No,Yes,Yes,110576000,,جنت‌آباد مرکزی
107,1403,2,Yes,Yes,Yes,1480000000,1718.0,شهرک غزالی
190,1389,3,Yes,Yes,Yes,210526000,,فرمانیه
92,1388,2,Yes,Yes,Yes,13800000000,3.0,جلفا
100,1393,2,Yes,Yes,Yes,85000000,,شادمهر
175,1398,3,Yes,Yes,Yes,144000000,,نیلوفر
30,1384,2,No,Yes,No,55000000,,زهتابی
66,1403,2,Yes,Yes,Yes,32000000,,مبارک‌آباد بهشتی
112,1387,2,Yes,Yes,Yes,159821000,,دروس
47,1384,1,No,No,No,2400000000,4.0,شبیری
65,1393,1,Yes,Yes,Yes,3100000000,1.0,جوادیه
45,1403,1,Yes,Yes,Yes,2180000000,34.0,طوس
135,1395,2,Yes,Yes,Yes,15000000000,45.0,جنت‌آباد شمالی
122,1399,2,Yes,Yes,Yes,13850000000,35.0,جنت‌آباد مرکزی
130,1394,3,Yes,Yes,Yes,25000000000,35.0,نیاوران
77,1395,2,Yes,Yes,No,4000000,35.0,فلاح
112,1403,2,Yes,Yes,Yes,65178000,,آبشار تهران
102,1403,2,Yes,Yes,Yes,13500000000,44.0,جنت‌آباد جنوبی
148,1395,3,Yes,Yes,Yes,16000000000,46.0,عباس‌آباد
245,1403,4,Yes,Yes,Yes,58000000000,4.0,یوسف‌آباد
92,1393,2,Yes,Yes,Yes,10550000000,45.0,جنت‌آباد مرکزی
66,1380,2,No,Yes,Yes,5600000000,14.0,دانشگاه شریف
120,1403,2,Yes,Yes,Yes,200000000,,ظفر
120,1403,2,Yes,Yes,Yes,25000000000,3.0,یوسف‌آباد
115,1402,2,Yes,Yes,Yes,65217000,,سرو آزاد
135,1389,3,Yes,Yes,Yes,21500000000,2.0,سعادت‌آباد
43,1388,1,Yes,No,Yes,3500000000,55.0,خواجه نظام الملک
140,1403,3,Yes,Yes,Yes,6400000000,1430.0,شریف
62,1389,2,Yes,Yes,Yes,7690000000,4.0,سازمان برنامه
100,1402,2,Yes,Yes,Yes,30000000,,چیتگر
191,1398,3,Yes,Yes,Yes,40000000000,2.0,سعادت‌آباد
140,1399,3,Yes,Yes,Yes,31000000000,25.0,دروس
100,1398,2,Yes,Yes,Yes,127500000,,سازمان برنامه
59,1383,1,No,Yes,Yes,81355000,,شهران جنوبی
105,1384,2,Yes,Yes,Yes,12485000000,1.0,یوسف‌آباد
135,1385,3,Yes,No,Yes,13690000000,1.0,شمس‌آباد
65,1400,2,Yes,Yes,Yes,4030000000,17.0,جوادیه تهرانپارس
117,1399,3,Yes,Yes,Yes,9828000000,16.0,نارمک جنوبی
51,1394,1,Yes,Yes,Yes,1300000000,23.0,شهر زیبا
60,1390,1,Yes,Yes,Yes,93333000,,حشمتیه
92,1403,2,Yes,Yes,Yes,151000000,78.0,سهروردی
56,1394,2,Yes,Yes,Yes,5600000000,45.0,تهران‌سر
135,1399,3,Yes,Yes,Yes,10900000000,35.0,کوهک
100,1395,2,Yes,Yes,Yes,8500000000,1.0,شهر زیبا
80,1401,2,Yes,Yes,Yes,8800000000,45.0,طرشت
78,1401,2,Yes,Yes,No,5300000000,25.0,دولاب
118,1380,3,No,Yes,Yes,10700000000,1.0,جنت‌آباد جنوبی
117,1403,2,Yes,Yes,Yes,12200000000,23.0,شریف
60,1394,2,No,Yes,Yes,1430000000,23.0,شهر زیبا
66,1398,2,Yes,Yes,Yes,4280000000,1.0,شهر زیبا
240,1385,4,Yes,Yes,Yes,45000000000,2.0,فرمانیه
100,1403,2,Yes,Yes,Yes,1500000000,1421.0,چیتگر
300,1385,4,Yes,Yes,Yes,60000000000,6.0,الهیه
71,1392,1,Yes,Yes,Yes,5900000000,14.0,دکتر هوشیار
145,1403,3,Yes,Yes,Yes,31900000000,3.0,نیاوران
55,1397,2,No,Yes,Yes,1400000000,2.0,شهر زیبا
83,1402,2,Yes,Yes,Yes,200000000,,یوسف‌آباد
175,1400,3,Yes,Yes,Yes,182857000,,هروی
102,1387,2,Yes,Yes,Yes,140196000,,یوسف‌آباد
52,1381,1,No,No,Yes,2050000000,13.0,جوادیه
165,1402,3,Yes,Yes,Yes,28500000000,35.0,مرزداران
70,1390,2,No,No,Yes,4850000000,44.0,شهرک شهید باقری
70,1398,2,Yes,Yes,Yes,12150000000,55.0,پونک
83,1388,2,No,No,Yes,4100000000,44.0,هاشمی
116,1395,2,Yes,Yes,Yes,8700000000,312.0,آبشار تهران
110,1403,2,Yes,Yes,Yes,154545000,,یوسف‌آباد
100,1403,2,Yes,Yes,Yes,7000000000,5.0,کوهک
260,1402,4,Yes,Yes,Yes,68000000000,24.0,دروس
125,1401,2,Yes,Yes,Yes,5400000000,44.0,شهر زیبا
56,1399,1,Yes,Yes,Yes,2300000000,24.0,جیحون
130,1396,3,Yes,Yes,Yes,10600000000,7.0,دریاچه شهدای خلیج فارس
69,1384,2,No,Yes,Yes,6860000000,3.0,پونک
96,1393,2,Yes,Yes,Yes,133333000,,مرزداران
33,1388,1,No,No,No,2750000000,23.0,شیخ هادی
54,1387,1,Yes,Yes,Yes,7000000000,35.0,سازمان برنامه
110,1396,2,Yes,Yes,Yes,11600000000,22.0,پونک
60,1387,1,Yes,Yes,Yes,7200000000,55.0,شاهین
39,1392,1,Yes,No,No,2800000000,4.0,شهید دستغیب
93,1401,4,Yes,Yes,Yes,6600000000,34.0,شهرک استقلال
73,1380,2,No,Yes,Yes,6500000000,2.0,پونک
100,1385,2,Yes,Yes,Yes,125000000,,جهاد
41,1396,1,No,Yes,Yes,1450000000,3.0,شهر زیبا
83,1401,2,Yes,Yes,Yes,4300000000,1.0,دولاب
237,1403,3,Yes,Yes,Yes,225738000,,یوسف‌آباد
68,1380,1,No,No,Yes,4800000000,23.0,مینا
130,1402,3,Yes,Yes,Yes,26200000000,1.0,قیطریه
62,1385,1,No,Yes,Yes,4600000000,13.0,تهران‌سر
95,1391,2,Yes,Yes,Yes,11200000000,35.0,تهرانپارس غربی
165,1394,3,Yes,Yes,Yes,26000000000,25.0,مرزداران
138,1371,3,No,No,No,86949000,,گیشا (کوی نصر)
130,1394,2,Yes,Yes,Yes,30000000000,33.0,فرمانیه
180,1403,3,Yes,Yes,Yes,35000000,,دریاچه شهدای خلیج فارس
86,1403,2,Yes,Yes,Yes,7912000000,55.0,تهرانپارس شرقی
73,1385,2,Yes,Yes,Yes,8000000000,2.0,کوی فردوس
56,1399,1,Yes,Yes,Yes,178571000,,سهروردی
57,1374,1,No,No,Yes,2850000000,13.0,هفت چنار
55,1399,1,Yes,Yes,Yes,1550000000,47.0,چیتگر
93,1382,2,Yes,Yes,Yes,11800000000,35.0,یوسف‌آباد
64,1398,2,Yes,No,Yes,1950000000,2.0,مبارک‌آباد بهشتی
150,1403,3,Yes,Yes,Yes,4050000000,2121.0,چیتگر
60,1397,1,No,Yes,Yes,2300000000,23.0,اندیشه (شهر زیبا)
115,1397,2,Yes,Yes,Yes,9650000000,25.0,دکتر هوشیار
135,1403,3,Yes,Yes,Yes,22300000000,67.0,شهرک نفت (منطقه ۵)
83,1385,2,No,No,Yes,5500000000,28.0,نارمک جنوبی
78,1389,2,No,Yes,Yes,85897000,,سلسبیل
39,1383,1,No,Yes,Yes,2970000000,34.0,سلسبیل
121,1402,2,Yes,Yes,Yes,20000000000,35.0,سهروردی
39,1384,1,No,No,No,3650000000,24.0,پلیس
93,1400,2,Yes,Yes,Yes,161075000,,سهروردی
38,1377,1,No,No,Yes,1650000000,48.0,کاروان
95,1394,2,Yes,Yes,Yes,3700000000,34.0,چیتگر
90,1403,2,Yes,Yes,Yes,10800000000,12.0,شهران جنوبی
105,1398,2,Yes,Yes,Yes,9000000000,11.0,سرو آزاد
53,1374,1,No,No,Yes,3750000000,14.0,ابوذر (منطقه ۱۵)
104,1383,3,No,Yes,Yes,5600000000,44.0,خواجه نظام الملک
200,1403,3,Yes,Yes,Yes,260000000,,نیاوران
92,1396,2,Yes,Yes,Yes,10700000000,25.0,مدائن
38,1401,1,Yes,No,Yes,65789000,,سلیمانی
92,1403,2,Yes,Yes,Yes,1100000000,815.0,چیتگر
125,1403,3,Yes,Yes,Yes,5300000000,15.0,دریاچه شهدای خلیج فارس
76,1402,2,Yes,No,No,4850000000,14.0,استاد معین
70,1403,2,Yes,Yes,Yes,5650000000,1.0,جیحون
83,1380,2,Yes,Yes,Yes,4050000000,15.0,هفت چنار
95,1394,2,Yes,Yes,Yes,98421000,,خاقانی
102,1391,2,Yes,Yes,Yes,12900000000,47.0,شهرک نفت (منطقه ۱)
100,1403,2,Yes,Yes,Yes,3300000000,919.0,شهرک شهید باقری
105,1402,2,Yes,Yes,Yes,8450000000,25.0,دکتر هوشیار
60,1386,1,No,Yes,Yes,116666000,,پونک
150,1403,3,Yes,Yes,Yes,34000000000,3.0,اختیاریه
123,1398,2,Yes,Yes,Yes,17500000000,55.0,شهرک غرب
50,1381,1,No,Yes,Yes,4350000000,2.0,جیحون
58,1399,2,Yes,Yes,Yes,1250000000,2.0,شهر زیبا
87,1383,2,No,Yes,Yes,87356000,,کرمان
80,1384,2,Yes,Yes,Yes,103750000,,شهرک پرواز
120,1403,2,Yes,Yes,Yes,30000000000,2.0,دروس
155,1396,3,Yes,Yes,Yes,35000000000,3.0,پاسداران
117,1401,2,Yes,Yes,Yes,10500000000,9.0,دریاچه شهدای خلیج فارس
118,1389,2,Yes,Yes,Yes,12700000000,55.0,شهران جنوبی
135,1393,3,Yes,Yes,Yes,15500000000,5.0,شادمهر
150,1378,3,No,Yes,Yes,180000000,,شهرک ژاندارمری
54,1394,1,Yes,Yes,Yes,6950000000,45.0,کوی فردوس
92,1392,2,Yes,Yes,No,71739000,,خانی‌آباد نو
230,1402,3,Yes,Yes,Yes,92000000000,512.0,ولنجک
66,1387,2,No,No,Yes,6499000000,24.0,مدائن
60,1387,1,Yes,Yes,Yes,4900000000,15.0,استاد معین
42,1393,1,Yes,Yes,Yes,70952000,,سلیمانی
138,1401,3,Yes,Yes,Yes,26500000000,15.0,میرداماد
100,1395,2,Yes,Yes,Yes,148000000,,مرزداران
56,1380,1,No,Yes,No,4300000000,2.0,کرمان
92,1403,2,Yes,Yes,Yes,8999000000,26.0,آشتیانی
91,1400,2,Yes,Yes,Yes,68131000,,زنجان
46,1388,1,No,Yes,Yes,2140000000,4.0,وصفنارد
117,1390,2,No,Yes,Yes,7400000000,33.0,ارامنه
52,1384,1,No,Yes,Yes,2750000000,4.0,سلیمانی
48,1383,1,No,No,Yes,1950000000,14.0,سلیمانی
85,1395,2,Yes,Yes,Yes,10000000000,45.0,لویزان
120,1383,3,Yes,No,Yes,15400000000,2.0,قیطریه
171,1394,3,Yes,Yes,Yes,42000000000,3.0,زعفرانیه
105,1402,2,Yes,Yes,Yes,12580000000,45.0,توحید
280,1389,3,Yes,Yes,Yes,61000000000,3.0,زعفرانیه
41,1380,1,No,No,Yes,2230000000,14.0,سلیمانی
68,1403,2,Yes,Yes,No,3450000000,5.0,فلاح
154,1382,2,Yes,Yes,Yes,28500000000,66.0,ولنجک
38,1398,1,Yes,No,Yes,2520000000,2.0,سلیمانی
105,1386,2,Yes,Yes,Yes,17000000000,6.0,قیطریه
144,1397,2,Yes,Yes,Yes,13550000000,1819.0,دریاچه شهدای خلیج فارس
123,1402,2,Yes,Yes,Yes,13500000000,4.0,بهاران
53,1378,1,No,No,Yes,56226000,,جیحون
104,1403,2,Yes,Yes,Yes,7800000000,34.0,خواجه نظام الملک
75,1403,2,Yes,Yes,Yes,17000000000,44.0,حکمت
150,1403,3,Yes,Yes,Yes,168666000,,شهرآرا
35,1397,1,No,Yes,Yes,2150000000,2.0,سلیمانی
210,1399,3,Yes,Yes,Yes,37000000000,4.0,قیطریه
75,1403,2,Yes,Yes,Yes,9000000,,چیتگر
50,1397,1,Yes,Yes,Yes,1520000000,2.0,اندیشه (شهر زیبا)
